City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,bredy,52.4153,60.3411,-21.53,100,100,2.69,RU,1675830041
276,adrar,20.5022,-10.0711,13.87,25,93,4.82,MR,1675829634
277,bairiki,1.3292,172.9752,30.0,62,20,6.17,KI,1675829902
278,rajura,19.7833,79.3667,26.09,26,2,2.24,IN,1675830042
279,dali,25.7,100.1833,13.4,32,0,2.96,CN,1675830042
280,babaeski,41.4325,27.0931,-3.24,77,8,4.7,TR,1675830043
281,kargopol,61.5071,38.9456,-3.71,91,100,3.99,RU,1675830043
282,mandapam,9.2833,79.1167,25.93,79,34,6.81,IN,1675830043
283,meulaboh,4.1363,96.1285,28.73,65,69,0.52,ID,1675830044
284,prince rupert,54.3161,-130.3201,3.05,93,100,5.14,CA,1675829534
285,guerrero negro,27.9769,-114.0611,16.17,35,0,3.14,MX,1675829821
286,nalut,30.3333,10.85,13.56,42,97,4.69,LY,1675830044
287,kavieng,-2.5744,150.7967,27.64,78,100,4.11,PG,1675829740
288,mlowo,-9.0,32.9833,15.29,87,100,1.04,TZ,1675830045
289,payson,40.0444,-111.7321,-0.23,77,75,1.54,US,1675829960
290,qui nhon,13.7667,109.2333,26.13,76,97,2.07,VN,1675830045
291,okhotsk,59.3833,143.3,-23.19,80,82,5.09,RU,1675830045
292,luderitz,-26.6481,15.1594,18.2,83,17,8.17,NA,1675829746
293,batemans bay,-35.7167,150.1833,21.17,82,100,0.84,AU,1675829894
294,teeli,51.0333,90.2333,-20.25,93,97,1.03,RU,1675830046
295,byron bay,-28.65,153.6167,28.3,57,88,4.47,AU,1675829847
296,burnie,-41.0667,145.9167,17.75,88,99,3.43,AU,1675830046
297,ouahigouya,13.5828,-2.4216,24.37,17,82,4.33,BF,1675830047
298,kailua,21.4022,-157.7394,25.99,82,28,2.68,US,1675830047
299,luganville,-15.5333,167.1667,29.2,71,100,3.5,VU,1675829809
300,bilma,18.6853,12.9164,18.39,23,100,3.61,NE,1675830048
301,plettenberg bay,-34.0527,23.3716,19.09,84,100,2.68,ZA,1675829774
302,zemio,5.0314,25.1361,19.4,23,44,1.62,CF,1675830048
303,belyy yar,53.6039,91.3903,-14.06,92,100,0.0,RU,1675829845
304,moche,-8.1711,-79.0092,22.1,88,75,3.09,PE,1675830049
305,granville,-33.8333,151.0167,28.49,71,75,8.23,AU,1675830049
306,camacha,33.0833,-16.3333,12.68,77,40,6.69,PT,1675829751
307,faanui,-16.4833,-151.75,27.22,72,25,5.21,PF,1675829574
308,naze,28.3667,129.4833,17.51,65,86,6.54,JP,1675829908
309,kurskaya,44.05,44.45,-5.91,95,100,4.38,RU,1675830049
310,namibe,-15.1961,12.1522,20.72,77,95,2.55,AO,1675829735
311,youkounkoun,12.5333,-13.1333,23.12,20,56,0.26,GN,1675830050
312,verkhnetulomskiy,68.6073,31.7962,0.07,92,18,2.27,RU,1675830050
313,warmbad,-28.45,18.7333,21.81,49,43,1.16,NA,1675830051
314,noumea,-22.2763,166.4572,31.11,99,99,4.31,NC,1675830051
315,hami,42.8,93.45,1.37,77,100,2.26,CN,1675829901
316,san jeronimo,-11.9472,-75.2829,9.8,78,81,1.5,PE,1675830051
317,yumen,40.2833,97.2,0.66,41,30,7.06,CN,1675829862
318,salalah,17.0151,54.0924,21.05,56,0,1.03,OM,1675829873
319,koulikoro,14.0,-7.75,20.28,16,49,3.95,ML,1675830052
320,bang rakam,16.7585,100.1174,33.91,56,20,2.57,TH,1675830052
321,san carlos del zulia,9.0,-71.9135,23.85,83,32,1.35,VE,1675830053
322,los llanos de aridane,28.6585,-17.9182,12.86,55,20,2.57,ES,1675829755
323,changji,44.0167,87.3167,-6.56,93,75,1.0,CN,1675830053
324,orhei,47.3831,28.8231,-5.12,72,71,5.35,MD,1675830053
325,nogliki,51.8333,143.1667,-17.69,89,100,5.82,RU,1675830054
326,talnakh,69.4865,88.3972,-23.53,98,97,3.09,RU,1675829443
327,migori,-1.0634,34.4731,16.52,77,84,2.18,KE,1675830054
328,veinticinco de mayo,-35.4323,-60.1727,22.77,69,37,4.15,AR,1675830055
329,chokurdakh,70.6333,147.9167,-37.27,99,100,1.55,RU,1675829804
330,catabola,-12.15,17.2833,15.9,77,100,0.37,AO,1675830055
331,reconquista,-29.15,-59.65,26.47,30,0,3.41,AR,1675830014
332,ostersund,63.1792,14.6357,1.25,80,57,6.17,SE,1675830056
333,buraydah,26.326,43.975,8.25,46,100,3.29,SA,1675830056
334,orlik,52.5178,99.825,-18.11,86,87,0.78,RU,1675829906
335,kango,0.1943,10.0951,23.32,97,62,0.43,GA,1675830056
336,erenhot,43.6475,111.9767,-6.27,47,100,1.46,CN,1675829569
337,zabol,32.25,67.25,1.96,70,100,3.32,AF,1675830057
338,zhezkazgan,47.8043,67.7144,-13.01,85,100,4.0,KZ,1675830057
339,quang ngai,15.1167,108.8,27.04,75,66,2.5,VN,1675830057
340,manjacaze,-24.7117,33.8828,22.64,97,85,2.14,MZ,1675830058
341,noshiro,40.2039,140.0242,1.46,54,88,4.45,JP,1675830058
342,bourail,-21.5667,165.4833,27.74,77,99,2.06,NC,1675829882
343,sangmelima,2.9333,11.9833,18.75,100,63,1.11,CM,1675830059
344,yinchuan,38.4681,106.2731,0.84,39,100,2.38,CN,1675829781
345,montrose,38.4166,-108.2673,-9.33,76,4,0.86,US,1675829838
346,beira,-19.8436,34.8389,25.05,100,40,1.03,MZ,1675830059
347,sines,37.9562,-8.8698,8.49,88,38,4.87,PT,1675830059
348,ixtapa,20.7,-105.2,21.24,83,0,0.0,MX,1675830060
349,divnogorsk,55.9594,92.3619,-11.73,92,98,1.74,RU,1675830060
350,kasempa,-13.4584,25.8338,16.59,98,100,2.83,ZM,1675830061
351,klaksvik,62.2266,-6.589,7.74,82,100,25.55,FO,1675829794
352,mount isa,-20.7333,139.5,32.87,49,40,3.09,AU,1675829793
353,zhanaozen,43.3,52.8,1.82,79,97,6.95,KZ,1675830061
354,genhe,50.7833,121.5167,-15.46,82,89,1.59,CN,1675830062
355,inta,66.0317,60.1659,-9.81,90,100,13.17,RU,1675830062
356,xinpu,34.5997,119.1594,7.97,64,96,5.53,CN,1675830063
357,buala,-8.145,159.5921,27.71,83,93,3.44,SB,1675829816
358,mnogovershinnyy,53.9353,139.9242,-25.14,82,81,1.09,RU,1675830064
359,jalu,29.0331,21.5482,8.74,61,81,2.77,LY,1675829595
360,wanning,18.8003,110.3967,25.35,76,32,3.71,CN,1675830064
361,tasiilaq,65.6145,-37.6368,-17.91,42,0,9.77,GL,1675829760
362,verkhoyansk,67.5447,133.385,-42.98,95,73,0.21,RU,1675829912
363,mandurah,-32.55,115.7,27.25,55,0,6.41,AU,1675829930
364,bathsheba,13.2167,-59.5167,25.34,83,40,5.66,BB,1675830065
365,padang,-0.9492,100.3543,29.03,58,89,1.79,ID,1675829832
366,derventa,44.9772,17.9103,-3.14,62,4,0.2,BA,1675830065
367,moramanga,-18.9333,48.2,18.4,92,96,1.3,MG,1675830066
368,shostka,51.863,33.4698,-12.15,95,9,2.49,UA,1675830066
369,maua,-23.6678,-46.4614,20.2,92,80,0.68,BR,1675830175
370,valpoi,15.5305,74.1356,24.76,29,100,1.11,IN,1675830067
371,rio grande,-32.035,-52.0986,23.34,72,0,6.68,BR,1675830067
372,am timan,11.0297,20.2827,22.07,19,15,3.53,TD,1675829731
373,yenagoa,4.9247,6.2642,25.03,88,25,0.73,NG,1675830068
374,bom jesus,-9.0744,-44.3586,22.03,80,84,0.63,BR,1675830068
375,launceston,-41.45,147.1667,22.8,50,75,2.68,AU,1675830069
376,goderich,43.7501,-81.7165,2.18,87,100,4.12,CA,1675830070
377,sola,-13.8833,167.55,27.88,77,97,6.02,VU,1675829837
378,nantucket,41.2835,-70.0995,3.08,82,100,5.66,US,1675829918
379,pimenta bueno,-11.6725,-61.1936,21.71,97,86,0.47,BR,1675830070
380,farafangana,-22.8167,47.8333,23.25,90,100,1.63,MG,1675830071
381,acopiara,-6.0953,-39.4525,20.6,56,86,1.96,BR,1675830071
382,cassilandia,-19.1133,-51.7342,20.84,92,98,0.28,BR,1675830053
383,chara,56.9064,118.2631,-19.22,72,82,1.29,RU,1675829809
384,lagunas,-5.2269,-75.6753,22.9,89,59,0.81,PE,1675830072
385,vargashi,55.3556,65.8467,-26.75,100,100,1.42,RU,1675830072
386,wronki,52.7105,16.3804,-0.77,85,26,2.28,PL,1675830073
387,broken hill,-31.95,141.4333,31.46,14,0,5.33,AU,1675830073
388,pangnirtung,66.1451,-65.7125,-33.91,84,5,2.44,CA,1675829880
389,nishihara,26.1842,127.7558,22.81,68,20,7.72,JP,1675829743
390,portree,57.4129,-6.1942,6.96,84,99,12.81,GB,1675830074
391,santa cruz cabralia,-16.2781,-39.0247,25.13,88,20,2.06,BR,1675829883
392,patos de minas,-18.5789,-46.5181,19.96,88,92,1.12,BR,1675830074
393,la palma,33.8464,-118.0467,17.17,62,40,0.0,US,1675830075
394,saratovskaya,44.7103,39.2244,-6.1,90,100,5.9,RU,1675830075
395,san jose,37.3394,-121.895,11.99,73,0,3.6,US,1675829348
396,alvaraes,-3.2208,-64.8042,22.84,99,100,0.16,BR,1675830076
397,msanga,-6.05,36.0333,22.69,94,96,0.55,TZ,1675830077
398,namatanai,-3.6667,152.4333,29.76,64,90,4.76,PG,1675830024
399,bajil,15.0584,43.2851,23.03,85,20,0.71,YE,1675830077
400,jinchang,38.4953,102.1739,-0.33,80,100,1.36,CN,1675830078
401,tamandare,-8.7597,-35.1047,24.34,75,98,1.8,BR,1675830079
402,santa maria,-29.6842,-53.8069,21.29,61,0,2.86,BR,1675830079
403,bardiyah,31.7561,25.0865,11.5,70,64,6.73,LY,1675830079
404,itapirapua,-15.8233,-50.6133,21.92,91,44,1.47,BR,1675830080
405,pachperwa,27.5167,82.65,19.5,44,0,0.4,IN,1675830080
406,qasigiannguit,68.8193,-51.1922,-26.86,99,99,1.71,GL,1675830081
407,tashtyp,52.7939,89.8983,-7.15,92,92,0.58,RU,1675830081
408,gramsh,40.8697,20.1844,-1.72,57,0,3.34,AL,1675830082
409,borogontsy,62.6683,131.1683,-36.27,94,100,0.13,RU,1675830082
410,road town,18.4167,-64.6167,24.05,74,14,8.76,VG,1675829474
411,marawi,7.9986,124.2928,26.21,57,74,3.21,PH,1675829761
412,barzas,55.7167,86.3167,-14.64,94,100,3.12,RU,1675830083
413,tondi,9.7333,79.0167,26.01,72,33,5.1,IN,1675830083
414,tougue,11.4667,-11.6,19.43,25,16,1.03,GN,1675830084
415,general roca,-39.0333,-67.5833,23.68,23,1,6.63,AR,1675829911
416,libertador general san martin,-23.8064,-64.7876,24.43,60,96,1.4,AR,1675830085
417,gorgan,36.8387,54.4348,7.98,100,100,0.0,IR,1675830085
418,severnoye,56.3491,78.3619,-19.6,99,92,1.96,RU,1675830085
419,puerto carreno,6.189,-67.4859,26.47,58,11,2.53,CO,1675830086
420,ostrovnoy,68.0531,39.5131,-1.61,79,10,8.9,RU,1675829891
421,constantine,36.365,6.6147,5.67,87,75,5.14,DZ,1675830086
422,lagos,6.5833,3.75,24.97,88,75,1.29,NG,1675829474
423,port-gentil,-0.7193,8.7815,27.04,80,94,4.27,GA,1675829851
424,nova olimpia,-14.7972,-57.2881,23.52,88,52,0.47,BR,1675830087
425,belmonte,-15.8631,-38.8828,25.02,79,19,3.5,BR,1675830088
426,touros,-5.1989,-35.4608,25.09,75,100,5.39,BR,1675829819
427,ixcatepec,21.2,-97.95,18.5,97,4,2.35,MX,1675830088
428,longhua,23.6137,114.1919,20.63,85,100,1.0,CN,1675830089
429,balkanabat,39.5108,54.3671,8.02,72,100,4.8,TM,1675830089
430,altay,47.8667,88.1167,-5.79,74,100,0.94,CN,1675829914
431,macklin,52.3334,-109.9348,-4.81,96,98,1.37,CA,1675830089
432,gambela,8.25,34.5833,23.48,29,16,1.36,ET,1675830090
433,bowmore,34.9421,-79.3031,11.61,76,0,2.57,US,1675830090
434,ruidoso,33.3317,-105.673,-1.52,89,96,2.06,US,1675830092
435,mrakovo,52.7161,56.6244,-23.43,100,92,1.47,RU,1675830092
436,sydney,-33.8679,151.2073,28.12,77,75,8.23,AU,1675829905
437,hambantota,6.1241,81.1185,28.04,68,89,7.43,LK,1675829844
438,nizhniy odes,63.6445,54.856,-8.32,95,100,4.37,RU,1675830093
439,yerbogachen,61.2767,108.0108,-24.04,97,99,1.1,RU,1675830093
440,san quintin,30.4833,-115.95,14.45,52,0,0.23,MX,1675829720
441,teguldet,57.3064,88.1667,-12.42,94,100,3.08,RU,1675830094
442,marquette,46.5333,-87.6335,-4.57,85,98,0.45,US,1675830094
443,komatipoort,-25.4332,31.9548,22.81,96,85,1.49,ZA,1675830094
444,nuuk,64.1835,-51.7216,-13.02,94,100,4.87,GL,1675830070
445,liverpool,53.4106,-2.9779,5.16,90,20,2.06,GB,1675829950
446,fundacion,10.5207,-74.185,25.75,72,7,0.57,CO,1675830095
447,taltal,-25.4,-70.4833,20.86,82,9,1.25,CL,1675829777
448,chimbote,-9.0853,-78.5783,21.94,82,24,2.21,PE,1675830095
449,grand gaube,-20.0064,57.6608,27.22,79,20,3.13,MU,1675829866
450,la quinta,33.6634,-116.31,16.58,35,0,2.06,US,1675830096
451,yatou,37.15,122.3833,4.06,50,92,5.56,CN,1675830096
452,omsukchan,62.5333,155.8,-33.81,96,94,2.04,RU,1675830096
453,qiongshan,20.0058,110.3542,26.99,65,40,5.0,CN,1675830097
454,tiznit,29.5833,-9.5,6.67,89,0,0.59,MA,1675829911
455,gangiova,43.9,23.85,-3.48,76,90,1.34,RO,1675830097
456,luanda,-8.8368,13.2343,24.27,81,100,3.21,AO,1675829781
457,lazaro cardenas,17.9583,-102.2,23.07,83,0,1.3,MX,1675830098
458,araouane,18.9048,-3.5265,18.3,20,1,5.4,ML,1675830098
459,chokwe,-24.5333,32.9833,22.63,96,70,0.74,MZ,1675830098
460,tres arroyos,-38.3739,-60.2798,22.25,54,22,2.86,AR,1675830099
461,kikwit,-5.041,18.8162,20.87,85,96,1.03,CD,1675830099
462,blenheim,-41.516,173.9528,20.83,62,5,4.08,NZ,1675830099
463,harper,4.375,-7.7169,25.85,85,91,2.97,LR,1675829874
464,pombas,17.1503,-25.0201,18.88,64,26,7.57,CV,1675830100
465,kloulklubed,7.0419,134.2556,29.28,76,100,8.22,PW,1675830100
466,flinders,-34.5833,150.8552,21.77,89,100,1.79,AU,1675829789
467,yuzhno-kurilsk,44.0306,145.8556,-3.06,61,57,2.14,RU,1675830100
468,daitari,21.1,85.75,25.6,27,1,2.22,IN,1675830101
469,mount gambier,-37.8333,140.7667,23.11,45,12,5.48,AU,1675829604
470,mabaruma,8.2,-59.7833,21.63,99,25,1.02,GY,1675830101
471,sistranda,63.7256,8.834,2.98,76,100,6.32,NO,1675830101
472,kabompo,-13.5927,24.2008,16.83,98,100,1.72,ZM,1675830102
473,ayan,56.45,138.1667,-26.04,58,30,2.73,RU,1675830102
474,antsohihy,-14.8796,47.9875,23.69,94,70,1.03,MG,1675830102
475,senneterre,48.3835,-77.2328,-1.34,94,100,5.95,CA,1675829864
476,bayburt,40.2589,40.2278,-16.95,97,99,1.51,TR,1675830103
477,hannibal,39.7084,-91.3585,5.51,52,0,0.0,US,1675830075
478,dauphin,51.1494,-100.0502,1.08,69,100,5.66,CA,1675830103
479,igrim,63.1906,64.4162,-13.35,88,100,5.27,RU,1675830104
480,cap malheureux,-19.9842,57.6142,26.93,79,25,3.13,MU,1675830072
481,chunskiy,56.0815,99.6342,-9.41,92,100,1.44,RU,1675830104
482,scottsbluff,41.8666,-103.6672,1.27,68,0,3.13,US,1675830104
483,ust-kuyga,70.0167,135.6,-44.66,99,73,2.68,RU,1675829538
484,isiro,2.7739,27.616,16.94,45,90,0.99,CD,1675830105
485,long beach,33.767,-118.1892,16.76,61,0,0.0,US,1675829718
486,makubetsu,45.3714,141.8211,-4.16,54,75,9.26,JP,1675830105
487,roma,43.2128,-75.4557,6.57,79,98,4.04,US,1675830106
488,kaitangata,-46.2817,169.8464,14.92,49,21,6.62,NZ,1675829519
489,ternate,0.8,127.4,25.07,89,100,5.24,ID,1675830106
490,cururupu,-1.8283,-44.8683,23.33,96,100,1.11,BR,1675830106
491,mersing,2.4312,103.8405,27.95,83,40,5.14,MY,1675829841
492,fare,-16.7,-151.0167,27.07,69,8,4.18,PF,1675829685
493,amazar,53.858,120.875,-15.48,77,68,0.72,RU,1675830107
494,pontianak,-0.0333,109.3333,30.99,58,40,2.06,ID,1675829835
495,kaka,37.3482,59.6143,10.37,43,76,3.3,TM,1675830107
496,botro,7.8525,-5.3106,24.71,81,99,1.95,CI,1675830108
497,copiapo,-27.3667,-70.3333,16.83,62,42,0.61,CL,1675830048
498,baykit,61.67,96.37,-13.97,95,100,0.96,RU,1675829754
499,havelock,34.8791,-76.9013,11.97,81,0,2.57,US,1675830108
500,gobabis,-22.45,18.9667,18.08,86,98,0.99,NA,1675830088
501,bairnsdale,-37.8333,147.6167,20.03,68,18,2.68,AU,1675830108
502,beloha,-25.1667,45.05,23.6,74,100,3.04,MG,1675829809
503,la tuque,47.4334,-72.7824,-2.86,86,100,2.06,CA,1675830107
504,dingle,10.9995,122.6711,27.94,70,100,7.48,PH,1675829509
505,ngunguru,-35.6167,174.5,22.34,58,56,1.11,NZ,1675830109
506,tevaitoa,-16.7833,-151.5,27.07,71,33,4.41,PF,1675830109
507,eyl,7.9803,49.8164,25.16,70,100,5.87,SO,1675829724
508,pahrump,36.2083,-115.9839,9.03,37,9,1.4,US,1675830110
509,bodo,67.28,14.405,6.02,65,75,6.17,NO,1675830110
510,victoria point,-27.5833,153.3,30.94,53,55,3.58,AU,1675830110
511,chinhoyi,-17.3667,30.2,16.28,93,8,1.66,ZW,1675830111
512,kedrovyy,56.1667,91.8167,-12.77,94,100,2.62,RU,1675830111
513,catuday,16.2923,119.8062,28.55,64,94,2.02,PH,1675829808
514,revda,56.801,59.9303,-19.87,100,72,2.36,RU,1675830112
515,coihaique,-45.5752,-72.0662,16.34,72,0,1.54,CL,1675829559
516,gueret,46.1667,1.8667,-2.8,75,3,1.27,FR,1675830112
517,evensk,61.95,159.2333,-26.98,78,54,2.97,RU,1675830112
518,malia,35.2833,25.4667,6.92,79,100,7.89,GR,1675830113
519,feijo,-8.1642,-70.3536,21.6,99,71,0.73,BR,1675830113
520,katuli,7.4333,124.2167,29.79,51,40,1.32,PH,1675830113
521,molochnoye,59.2917,39.6787,-7.92,92,97,5.0,RU,1675830114
522,kashin,57.3592,37.6081,-10.8,96,97,3.93,RU,1675830114
523,shumskiy,54.8318,99.1328,-6.26,72,100,1.06,RU,1675830114
524,karratha,-20.7377,116.8463,35.55,37,35,6.21,AU,1675829878
525,praia,14.9215,-23.5087,19.3,63,75,8.23,CV,1675830115
526,puerto colombia,10.9878,-74.9547,26.05,78,1,14.28,CO,1675830115
527,ndele,8.4109,20.6473,21.45,16,97,3.31,CF,1675830116
528,narbonne,43.0833,2.8333,5.18,88,47,2.55,FR,1675830116
529,tiarei,-17.5333,-149.3333,28.01,64,2,2.76,PF,1675829912
530,javanrud,34.7961,46.5172,-0.3,98,100,2.99,IR,1675830116
531,batote,33.1227,75.321,7.77,43,80,3.06,IN,1675830117
532,nelson bay,-32.7167,152.15,28.03,63,39,7.15,AU,1675829873
533,ariquemes,-9.9133,-63.0408,22.12,97,80,0.11,BR,1675829924
534,nemuro,43.3236,145.575,-3.24,57,25,1.34,JP,1675830117
535,khislavichi,54.1871,32.1582,-15.93,99,63,1.62,RU,1675830118
536,granada,37.25,-3.25,3.26,91,100,2.03,ES,1675830118
537,teya,60.3778,92.6267,-10.4,93,100,2.19,RU,1675830118
538,khimki,55.9017,37.4375,-6.92,79,100,4.0,RU,1675830119
539,puerto leguizamo,-0.1934,-74.7819,22.48,81,10,1.12,CO,1675830119
540,bursa,40.1667,29.0833,-3.98,91,85,0.48,TR,1675829922
541,kieta,-6.2167,155.6333,29.81,66,35,3.74,PG,1675830084
542,issa,53.8705,44.8578,-20.47,100,90,2.08,RU,1675830119
543,vanavara,60.34,102.2797,-15.12,94,100,1.54,RU,1675829821
544,tabuk,17.4189,121.4443,27.26,75,74,1.35,PH,1675830120
545,shambu,9.5667,37.1,10.49,45,66,1.48,ET,1675830120
546,tomatlan,19.9333,-105.25,17.93,88,0,1.24,MX,1675829884
547,tautira,-17.7333,-149.15,26.83,61,6,2.3,PF,1675830121
548,port blair,11.6667,92.75,29.02,61,40,4.12,IN,1675830121
549,saint-augustin,51.226,-58.6502,-19.37,89,30,2.31,CA,1675829804
550,bull savanna,17.8868,-77.5902,21.39,82,0,3.15,JM,1675830122
551,havoysund,70.9963,24.6622,1.13,61,44,11.31,NO,1675829919
